region_name,tpak_male,tpak_female,year,admin_level
Paniai,,,2018,City_Regency
Intan Jaya,,,2018,City_Regency
Puncak,,,2018,City_Regency
Puncak Jaya,,,2018,City_Regency
PAPUA PEGUNUNGAN,,,2018,Province
Nduga,,,2018,City_Regency
Jayawijaya,,,2018,City_Regency
Lanny Jaya,,,2018,City_Regency
Tolikara,,,2018,City_Regency
Mamberamo Tengah,,,2018,City_Regency
Yalimo,,,2018,City_Regency
Yahukimo,,,2018,City_Regency
Pegunungan Bintang,,,2018,City_Regency
INDONESIA,82.8,51.8,2018,National
ACEH,80.79,45.68,2019,Province
Simeulue,81.2,42.86,2019,City_Regency
Aceh Singkil,80.63,37.25,2019,City_Regency
Aceh Selatan,82.19,37.11,2019,City_Regency
Aceh Tenggara,79.48,55.69,2019,City_Regency
Aceh Timur,82.69,36.35,2019,City_Regency
Aceh Tengah,86.65,57.94,2019,City_Regency
Aceh Barat,80.2,41.08,2019,City_Regency
Aceh Besar,74.71,36.64,2019,City_Regency
Pidie,78.45,49.07,2019,City_Regency
Bireuen,82.53,52.33,2019,City_Regency
Aceh Utara,79.57,43.52,2019,City_Regency
Aceh Barat Daya,80.05,36.66,2019,City_Regency
Gayo Lues,88.4,62.05,2019,City_Regency
Aceh Tamiang,83.43,46.42,2019,City_Regency
Nagan Raya,83.95,38.64,2019,City_Regency
Aceh Jaya,86.8,53.64,2019,City_Regency
Bener Meriah,90.32,63.08,2019,City_Regency
Pidie Jaya,76.45,45.03,2019,City_Regency
Kota Banda Aceh,75.68,45.39,2019,City_Regency
Kota Sabang,86.92,57.55,2019,City_Regency
Kota Langsa,81.57,53.32,2019,City_Regency
Kota Lhokseumawe,78.06,46.18,2019,City_Regency
Kota Subulussalam,83.93,44.29,2019,City_Regency
SUMATERA UTARA,84.19,56.8,2019,Province
Nias,86.56,83.19,2019,City_Regency
Mandailing Natal,80.14,63.13,2019,City_Regency
Tapanuli Selatan,86.62,64.31,2019,City_Regency
Tapanuli Tengah,80.22,63.17,2019,City_Regency
Tapanuli Utara,85.68,78.03,2019,City_Regency
Toba Samosir / Toba,86.16,78.11,2019,City_Regency
Labuhan Batu,82.67,42.29,2019,City_Regency
Asahan,85.41,44.69,2019,City_Regency
Simalungun,85.42,57.93,2019,City_Regency
Dairi,89.32,84.77,2019,City_Regency
Karo,88.32,79.39,2019,City_Regency
Deli Serdang,86.96,50.59,2019,City_Regency
Langkat,87.32,50.31,2019,City_Regency
Nias Selatan,78.78,66.58,2019,City_Regency
Humbang Hasundutan,88.32,88.54,2019,City_Regency
Pakpak Bharat,93.66,82.4,2019,City_Regency
Samosir,83.24,80.19,2019,City_Regency
Serdang Bedagai,88.58,52.94,2019,City_Regency
Batu Bara,83.32,46.63,2019,City_Regency
Padang Lawas Utara,87.7,68.59,2019,City_Regency
Padang Lawas,86.54,66.18,2019,City_Regency
Labuhan Batu Selatan,85.35,45.22,2019,City_Regency
Labuhan Batu Utara,84.23,49.24,2019,City_Regency
Nias Utara,79.47,72.2,2019,City_Regency
Nias Barat,83.46,80.94,2019,City_Regency
Kota Sibolga,81.63,60.86,2019,City_Regency
Kota Tanjung Balai,83.67,46.17,2019,City_Regency
Kota Pematang Siantar,80.06,63.15,2019,City_Regency
Kota Tebing Tinggi,82.43,51.79,2019,City_Regency
Kota Medan,79.05,51.82,2019,City_Regency
Kota Binjai,83.35,50.94,2019,City_Regency
Kota Padangsidimpuan,81.22,65.71,2019,City_Regency
Kota Gunungsitoli,78.5,65.43,2019,City_Regency
SUMATERA BARAT,81.86,54.26,2019,Province
Kepulauan Mentawai,90.73,74.89,2019,City_Regency
Pesisir Selatan,84.48,53.72,2019,City_Regency
Solok,82.54,59.58,2019,City_Regency
Sijunjung,86.68,53.87,2019,City_Regency
Tanah Datar,81.67,57.72,2019,City_Regency
Padang Pariaman,80.21,47.28,2019,City_Regency
Agam,81.63,58.24,2019,City_Regency
Lima Puluh Kota,86.92,60.16,2019,City_Regency
Pasaman,79.41,62.71,2019,City_Regency
Solok Selatan,86.72,58.1,2019,City_Regency
Dharmasraya,86.18,53.36,2019,City_Regency
Pasaman Barat,85.65,45.57,2019,City_Regency
Kota Padang,76.01,48.11,2019,City_Regency
Kota Solok,78.42,47.12,2019,City_Regency
Kota Sawah Lunto,81.38,58.53,2019,City_Regency
Kota Padang Panjang,78.6,59.79,2019,City_Regency
Kota Bukittinggi,77.06,54.97,2019,City_Regency
Kota Payakumbuh,80.05,57.73,2019,City_Regency
Kota Pariaman,79.65,59.68,2019,City_Regency
RIAU,83.74,45.26,2019,Province
Kuantan Singingi,83.95,44.4,2019,City_Regency
Indragiri Hulu,84.82,46.21,2019,City_Regency
Indragiri Hilir,84.87,42.9,2019,City_Regency
Pelalawan,88.36,48.18,2019,City_Regency
Siak,87.04,41.19,2019,City_Regency
Kampar,81.23,39.47,2019,City_Regency
Rokan Hulu,87.28,47.4,2019,City_Regency
Bengkalis,84.04,43.22,2019,City_Regency
Rokan Hilir,84.55,36.74,2019,City_Regency
Kepulauan Meranti,81.1,53.3,2019,City_Regency
Kota Pekanbaru,78.56,52.76,2019,City_Regency
Kota Dumai,85.57,51.86,2019,City_Regency
JAMBI,84.16,46.74,2019,Province
Kerinci,82.78,50.01,2019,City_Regency
Merangin,85.93,51.02,2019,City_Regency
Sarolangun,85.38,44.54,2019,City_Regency
Batang Hari,82.15,37.68,2019,City_Regency
Muaro Jambi,82.56,34.0,2019,City_Regency
Tanjung Jabung Timur,87.74,50.69,2019,City_Regency
Tanjung Jabung Barat,86.4,53.12,2019,City_Regency
Tebo,87.74,51.51,2019,City_Regency
Bungo,82.41,44.38,2019,City_Regency
Kota Jambi,82.53,50.16,2019,City_Regency
Kota Sungai Penuh,77.24,49.83,2019,City_Regency
SUMATERA SELATAN,83.25,51.68,2019,Province
Ogan Komering Ulu,83.52,52.85,2019,City_Regency
Ogan Komering Ilir,86.34,54.85,2019,City_Regency
Muara Enim,84.73,55.34,2019,City_Regency
Lahat,85.94,55.75,2019,City_Regency
Musi Rawas,86.57,55.45,2019,City_Regency
Musi Banyuasin,85.77,45.51,2019,City_Regency
Banyu Asin,83.45,42.45,2019,City_Regency
Ogan Komering Ulu Selatan,90.42,61.47,2019,City_Regency
Ogan Komering Ulu Timur,83.58,49.41,2019,City_Regency
Ogan Ilir,83.3,62.07,2019,City_Regency
Empat Lawang,83.71,59.01,2019,City_Regency
Penukal Abab Lematang Ilir,83.29,63.83,2019,City_Regency
Musi Rawas Utara,84.96,55.8,2019,City_Regency
Kota Palembang,76.43,45.79,2019,City_Regency
Kota Prabumulih,83.36,55.3,2019,City_Regency
Kota Pagar Alam,82.48,55.32,2019,City_Regency
Kota Lubuklinggau,84.52,56.91,2019,City_Regency
BENGKULU,84.38,55.2,2019,Province
Bengkulu Selatan,82.82,57.28,2019,City_Regency
Rejang Lebong,87.65,65.04,2019,City_Regency
Bengkulu Utara,84.35,46.97,2019,City_Regency
Kaur,85.81,57.54,2019,City_Regency
Seluma,86.74,60.64,2019,City_Regency
Mukomuko,86.83,41.66,2019,City_Regency
Lebong,87.42,61.5,2019,City_Regency
Kepahiang,85.19,65.99,2019,City_Regency
Bengkulu Tengah,84.02,50.56,2019,City_Regency
Kota Bengkulu,78.57,51.86,2019,City_Regency
LAMPUNG,86.24,50.95,2019,Province
Lampung Barat,91.62,65.34,2019,City_Regency
Tanggamus,85.51,50.33,2019,City_Regency
Lampung Selatan,85.19,42.66,2019,City_Regency
Lampung Timur,86.9,49.72,2019,City_Regency
Lampung Tengah,88.61,54.6,2019,City_Regency
Lampung Utara,84.31,51.85,2019,City_Regency
Way Kanan,91.71,59.21,2019,City_Regency
Tulangbawang,87.65,47.17,2019,City_Regency
Pesawaran,85.95,48.14,2019,City_Regency
Pringsewu,85.48,50.87,2019,City_Regency
Mesuji,90.12,44.53,2019,City_Regency
Tulang Bawang Barat,90.6,49.77,2019,City_Regency
Pesisir Barat,87.26,52.5,2019,City_Regency
Kota Bandar Lampung,79.69,51.32,2019,City_Regency
Kota Metro,81.8,54.96,2019,City_Regency
KEP. BANGKA BELITUNG,84.82,48.03,2019,Province
Bangka,81.41,44.48,2019,City_Regency
Belitung,86.29,48.56,2019,City_Regency
Bangka Barat,86.93,43.91,2019,City_Regency
Bangka Tengah,85.81,51.18,2019,City_Regency
Bangka Selatan,87.5,46.39,2019,City_Regency
Belitung Timur,86.5,54.09,2019,City_Regency
Kota Pangkal Pinang,82.32,52.0,2019,City_Regency
KEPULAUAN RIAU,83.18,45.35,2019,Province
Karimun,78.63,36.0,2019,City_Regency
Bintan,79.39,43.01,2019,City_Regency
Natuna,83.74,48.21,2019,City_Regency
Lingga,83.68,45.02,2019,City_Regency
Kepulauan Anambas,82.21,42.44,2019,City_Regency
Kota Batam,85.2,46.85,2019,City_Regency
Kota Tanjung Pinang,77.52,47.11,2019,City_Regency
DKI JAKARTA,80.44,47.62,2019,Province
Kep. Seribu,79.12,35.77,2019,City_Regency
Kota Jakarta Selatan,78.58,47.45,2019,City_Regency
Kota Jakarta Timur,80.4,47.28,2019,City_Regency
Kota Jakarta Pusat,80.49,48.94,2019,City_Regency
Kota Jakarta Barat,80.43,44.69,2019,City_Regency
Kota Jakarta Utara,82.86,51.93,2019,City_Regency
JAWA BARAT,83.25,46.33,2019,Province
Bogor,84.83,44.98,2019,City_Regency
Sukabumi,84.74,40.02,2019,City_Regency
Cianjur,84.4,46.4,2019,City_Regency
Bandung,82.2,48.01,2019,City_Regency
Garut,83.6,41.49,2019,City_Regency
Tasikmalaya,83.92,49.63,2019,City_Regency
Ciamis,84.38,51.17,2019,City_Regency
Kuningan,82.08,40.47,2019,City_Regency
Cirebon,81.99,47.7,2019,City_Regency
Majalengka,83.95,52.02,2019,City_Regency
Sumedang,83.75,44.49,2019,City_Regency
Indramayu,84.39,50.0,2019,City_Regency
Subang,84.64,50.55,2019,City_Regency
Purwakarta,84.41,42.65,2019,City_Regency
Karawang,82.89,43.22,2019,City_Regency
Bekasi,84.11,43.18,2019,City_Regency
Bandung Barat,82.88,40.46,2019,City_Regency
Pangandaran,88.96,61.55,2019,City_Regency
Kota Bogor,81.64,45.3,2019,City_Regency
Kota Sukabumi,80.96,43.62,2019,City_Regency
Kota Bandung,80.74,50.85,2019,City_Regency
Kota Cirebon,79.42,46.24,2019,City_Regency
Kota Bekasi,81.67,49.51,2019,City_Regency
Kota Depok,81.68,48.12,2019,City_Regency
Kota Cimahi,79.69,46.7,2019,City_Regency
Kota Tasikmalaya,82.26,48.22,2019,City_Regency
Kota Banjar,83.23,52.61,2019,City_Regency
JAWA TENGAH,82.78,55.35,2019,Province
Cilacap,83.69,47.1,2019,City_Regency
Banyumas,83.64,51.27,2019,City_Regency
Purbalingga,82.0,54.82,2019,City_Regency
Banjarnegara,84.5,55.72,2019,City_Regency
Kebumen,81.76,56.0,2019,City_Regency
Purworejo,81.96,52.32,2019,City_Regency
Wonosobo,86.13,57.6,2019,City_Regency
Magelang,85.37,64.06,2019,City_Regency
Boyolali,83.72,62.2,2019,City_Regency
Klaten,80.61,58.23,2019,City_Regency
Sukoharjo,80.7,56.67,2019,City_Regency
Wonogiri,85.07,55.78,2019,City_Regency
Karanganyar,82.4,58.42,2019,City_Regency
Sragen,81.47,54.76,2019,City_Regency
Grobogan,86.34,52.76,2019,City_Regency
Blora,84.39,53.46,2019,City_Regency
Rembang,82.57,50.29,2019,City_Regency
Pati,83.44,50.17,2019,City_Regency
Kudus,83.04,61.57,2019,City_Regency
Jepara,82.9,54.2,2019,City_Regency
Demak,81.48,54.43,2019,City_Regency
Semarang,85.36,64.58,2019,City_Regency
Temanggung,87.74,64.73,2019,City_Regency
Kendal,79.97,55.52,2019,City_Regency
Batang,82.99,54.65,2019,City_Regency
Pekalongan,84.24,58.43,2019,City_Regency
Pemalang,83.84,49.36,2019,City_Regency
Tegal,82.07,51.38,2019,City_Regency
Brebes,81.92,50.22,2019,City_Regency
Kota Magelang,72.93,57.33,2019,City_Regency
Kota Surakarta,79.49,59.77,2019,City_Regency
Kota Salatiga,77.56,57.0,2019,City_Regency
Kota Semarang,76.87,57.43,2019,City_Regency
Kota Pekalongan,82.95,62.14,2019,City_Regency
Kota Tegal,81.47,58.17,2019,City_Regency
D I YOGYAKARTA,81.85,63.95,2019,Province
Kulon Progo,85.31,68.26,2019,City_Regency
Bantul,82.0,64.27,2019,City_Regency
Gunung Kidul,87.38,65.87,2019,City_Regency
Sleman,79.58,60.88,2019,City_Regency
Kota Yogyakarta,75.44,63.96,2019,City_Regency
JAWA TIMUR,84.74,55.07,2019,Province
Pacitan,89.0,70.85,2019,City_Regency
Ponorogo,83.54,58.91,2019,City_Regency
Trenggalek,86.12,61.06,2019,City_Regency
Tulungagung,84.09,57.79,2019,City_Regency
Blitar,89.21,56.69,2019,City_Regency
Kediri,86.17,57.35,2019,City_Regency
Malang,85.18,54.85,2019,City_Regency
Lumajang,85.42,48.11,2019,City_Regency
Jember,85.41,49.77,2019,City_Regency
Banyuwangi,86.79,57.77,2019,City_Regency
Bondowoso,91.01,62.05,2019,City_Regency
Situbondo,87.26,58.5,2019,City_Regency
Probolinggo,87.67,51.32,2019,City_Regency
Pasuruan,86.88,51.36,2019,City_Regency
Sidoarjo,83.2,50.75,2019,City_Regency
Mojokerto,87.39,51.72,2019,City_Regency
Jombang,86.62,55.84,2019,City_Regency
Nganjuk,82.56,51.35,2019,City_Regency
Madiun,84.03,57.48,2019,City_Regency
Magetan,84.19,61.29,2019,City_Regency
Ngawi,86.23,59.54,2019,City_Regency
Bojonegoro,87.99,55.19,2019,City_Regency
Tuban,85.63,52.58,2019,City_Regency
Lamongan,83.06,55.97,2019,City_Regency
Gresik,83.72,48.54,2019,City_Regency
Bangkalan,77.56,51.09,2019,City_Regency
Sampang,81.3,53.35,2019,City_Regency
Pamekasan,80.85,57.11,2019,City_Regency
Sumenep,85.72,66.18,2019,City_Regency
Kota Kediri,76.77,53.04,2019,City_Regency
Kota Blitar,81.04,63.6,2019,City_Regency
Kota Malang,79.96,52.79,2019,City_Regency
Kota Probolinggo,78.75,50.1,2019,City_Regency
Kota Pasuruan,82.7,54.06,2019,City_Regency
Kota Mojokerto,78.85,52.04,2019,City_Regency
Kota Madiun,77.32,57.31,2019,City_Regency
Kota Surabaya,81.79,56.22,2019,City_Regency
Kota Batu,84.6,57.64,2019,City_Regency
BANTEN,81.73,45.21,2019,Province
Pandeglang,80.73,40.26,2019,City_Regency
Lebak,83.08,44.71,2019,City_Regency
Tangerang,83.95,47.23,2019,City_Regency
Serang,81.47,44.74,2019,City_Regency
Kota Tangerang,81.69,47.44,2019,City_Regency
Kota Cilegon,80.62,42.51,2019,City_Regency
Kota Serang,81.44,43.01,2019,City_Regency
Kota Tangerang Selatan,77.33,43.64,2019,City_Regency
BALI,81.82,65.67,2019,Province
Jembrana,78.91,56.15,2019,City_Regency
Tabanan,83.12,67.94,2019,City_Regency
Badung,80.95,63.94,2019,City_Regency
Gianyar,82.37,69.78,2019,City_Regency
Klungkung,80.34,71.95,2019,City_Regency
Bangli,85.79,80.38,2019,City_Regency
Karangasem,83.99,77.28,2019,City_Regency
Buleleng,78.41,60.82,2019,City_Regency
Kota Denpasar,83.02,59.88,2019,City_Regency
NUSA TENGGARA BARAT,83.43,56.36,2019,Province
Lombok Barat,84.18,58.24,2019,City_Regency
Lombok Tengah,82.52,62.49,2019,City_Regency
Lombok Timur,83.08,52.55,2019,City_Regency
Sumbawa,86.01,46.94,2019,City_Regency
Dompu,84.5,50.09,2019,City_Regency
Bima,86.93,63.53,2019,City_Regency
Sumbawa Barat,86.2,51.97,2019,City_Regency
Lombok Utara,86.34,60.42,2019,City_Regency
Kota Mataram,76.72,53.12,2019,City_Regency
Kota Bima,82.65,62.04,2019,City_Regency
NUSA TENGGARA TIMUR,81.31,59.74,2019,Province
Sumba Barat,80.59,62.7,2019,City_Regency
Sumba Timur,81.49,57.46,2019,City_Regency
Kupang,77.49,45.35,2019,City_Regency
Timor Tengah Selatan,83.82,59.28,2019,City_Regency
Timor Tengah Utara,83.91,60.52,2019,City_Regency
Belu,78.13,52.59,2019,City_Regency
Alor,78.26,65.72,2019,City_Regency
Lembata,84.41,58.61,2019,City_Regency
Flores Timur,83.69,55.01,2019,City_Regency
Sikka,82.05,54.43,2019,City_Regency
Ende,80.14,67.19,2019,City_Regency
Ngada,84.23,61.69,2019,City_Regency
Manggarai,80.93,64.17,2019,City_Regency
Rote Ndao,81.59,60.02,2019,City_Regency
Manggarai Barat,87.25,62.09,2019,City_Regency
Sumba Tengah,81.84,56.91,2019,City_Regency
Sumba Barat Daya,85.9,73.74,2019,City_Regency
Nagekeo,80.07,58.59,2019,City_Regency
Manggarai Timur,88.66,74.14,2019,City_Regency
Sabu Raijua,76.99,64.89,2019,City_Regency
Malaka,80.79,64.47,2019,City_Regency
Kota Kupang,72.03,49.67,2019,City_Regency
KALIMANTAN BARAT,83.59,52.92,2019,Province
Sambas,85.15,59.09,2019,City_Regency
Bengkayang,86.65,59.0,2019,City_Regency
Landak,81.43,54.85,2019,City_Regency
Mempawah,81.42,44.43,2019,City_Regency
Sanggau,86.17,50.94,2019,City_Regency
Ketapang,85.59,44.0,2019,City_Regency
Sintang,84.54,58.65,2019,City_Regency
Kapuas Hulu,84.78,69.29,2019,City_Regency
Sekadau,89.6,64.35,2019,City_Regency
Melawi,87.73,60.84,2019,City_Regency
Kayong Utara,82.84,49.32,2019,City_Regency
Kubu Raya,82.33,47.04,2019,City_Regency
Kota Pontianak,77.9,45.97,2019,City_Regency
Kota Singkawang,80.22,53.36,2019,City_Regency
KALIMANTAN TENGAH,85.43,51.53,2019,Province
Kotawaringin Barat,88.8,55.32,2019,City_Regency
Kotawaringin Timur,85.06,46.7,2019,City_Regency
Kapuas,83.01,50.52,2019,City_Regency
Barito Selatan,83.94,54.28,2019,City_Regency
Barito Utara,83.72,53.63,2019,City_Regency
Sukamara,86.96,56.34,2019,City_Regency
Lamandau,84.86,48.44,2019,City_Regency
Seruyan,89.75,49.02,2019,City_Regency
Katingan,89.41,49.2,2019,City_Regency
Pulang Pisau,90.06,59.29,2019,City_Regency
Gunung Mas,89.68,54.72,2019,City_Regency
Barito Timur,84.41,63.4,2019,City_Regency
Murung Raya,83.89,46.34,2019,City_Regency
Kota Palangka Raya,78.37,49.0,2019,City_Regency
KALIMANTAN SELATAN,83.22,54.05,2019,Province
Tanah Laut,86.81,50.53,2019,City_Regency
Kotabaru,85.86,47.26,2019,City_Regency
Banjar,82.93,60.61,2019,City_Regency
Barito Kuala,89.69,59.34,2019,City_Regency
Tapin,84.99,53.49,2019,City_Regency
Hulu Sungai Selatan,85.95,56.02,2019,City_Regency
Hulu Sungai Tengah,82.89,57.48,2019,City_Regency
Hulu Sungai Utara,80.88,56.84,2019,City_Regency
Tabalong,83.41,57.2,2019,City_Regency
Tanah Bumbu,84.64,46.54,2019,City_Regency
Balangan,85.98,56.52,2019,City_Regency
Kota Banjarmasin,77.86,52.85,2019,City_Regency
Kota Banjar Baru,77.63,47.03,2019,City_Regency
KALIMANTAN TIMUR,83.04,47.17,2019,Province
Paser,85.08,44.64,2019,City_Regency
Kutai Barat,82.45,49.08,2019,City_Regency
Kutai Kartanegara,83.72,45.73,2019,City_Regency
Kutai Timur,86.49,47.51,2019,City_Regency
Berau,85.91,43.39,2019,City_Regency
Penajam Paser Utara,81.33,45.76,2019,City_Regency
Mahakam Ulu,87.17,49.65,2019,City_Regency
Kota Balikpapan,81.79,48.42,2019,City_Regency
Kota Samarinda,79.99,48.76,2019,City_Regency
Kota Bontang,86.48,47.73,2019,City_Regency
KALIMANTAN UTARA,83.26,45.16,2019,Province
Malinau,82.73,51.05,2019,City_Regency
Bulungan,83.0,46.74,2019,City_Regency
Tana Tidung,84.7,39.07,2019,City_Regency
Nunukan,84.32,46.55,2019,City_Regency
Kota Tarakan,82.59,42.18,2019,City_Regency
SULAWESI UTARA,82.06,45.14,2019,Province
Bolaang Mongondow,86.59,37.07,2019,City_Regency
Minahasa,80.42,45.5,2019,City_Regency
Kepulauan Sangihe,80.97,43.43,2019,City_Regency
Kepulauan Talaud,84.97,56.91,2019,City_Regency
Minahasa Selatan,87.12,52.16,2019,City_Regency
Minahasa Utara,81.31,42.91,2019,City_Regency
Bolaang Mongondow Utara,82.75,44.66,2019,City_Regency
Siau Tagulandang Biaro,81.94,45.69,2019,City_Regency
Minahasa Tenggara,86.98,46.36,2019,City_Regency
Bolaang Mongondow Selatan,84.84,30.28,2019,City_Regency
Bolaang Mongondow Timur,88.1,42.44,2019,City_Regency
Kota Manado,78.97,46.44,2019,City_Regency
Kota Bitung,79.99,43.01,2019,City_Regency
Kota Tomohon,75.31,50.09,2019,City_Regency
Kota Kotamobagu,80.06,46.36,2019,City_Regency
SULAWESI TENGAH,84.65,50.33,2019,Province
Banggai Kepulauan,88.05,59.23,2019,City_Regency
Banggai,84.48,49.29,2019,City_Regency
Morowali,84.44,40.82,2019,City_Regency
Poso,86.9,57.25,2019,City_Regency
Donggala,84.85,45.93,2019,City_Regency
Toli-Toli,84.36,39.7,2019,City_Regency
Buol,87.25,45.89,2019,City_Regency
Parigi Moutong,88.51,46.99,2019,City_Regency
Tojo Una-Una,89.67,67.19,2019,City_Regency
Sigi,85.62,51.87,2019,City_Regency
Banggai Laut,84.58,45.96,2019,City_Regency
Morowali Utara,81.41,48.82,2019,City_Regency
Kota Palu,75.34,55.97,2019,City_Regency
SULAWESI SELATAN,81.72,47.01,2019,Province
Kepulauan Selayar,83.06,49.98,2019,City_Regency
Bulukumba,85.1,52.63,2019,City_Regency
Bantaeng,86.08,60.18,2019,City_Regency
Jeneponto,86.58,49.5,2019,City_Regency
Takalar,85.73,44.27,2019,City_Regency
Gowa,84.9,49.0,2019,City_Regency
Sinjai,84.72,48.61,2019,City_Regency
Maros,84.74,43.8,2019,City_Regency
Pangkajene dan Kepulauan,83.41,42.6,2019,City_Regency
Barru,81.99,39.29,2019,City_Regency
Bone,81.17,42.4,2019,City_Regency
Soppeng,82.31,37.57,2019,City_Regency
Wajo,82.97,44.91,2019,City_Regency
Sidenreng Rappang,82.23,32.01,2019,City_Regency
Pinrang,81.89,38.09,2019,City_Regency
Enrekang,82.06,57.77,2019,City_Regency
Luwu,83.13,49.05,2019,City_Regency
Tana Toraja,84.21,75.07,2019,City_Regency
Luwu Utara,86.62,55.84,2019,City_Regency
Luwu Timur,86.7,46.66,2019,City_Regency
Toraja Utara,75.39,67.77,2019,City_Regency
Kota Makasar,74.15,44.01,2019,City_Regency
Kota Parepare,79.3,49.7,2019,City_Regency
Kota Palopo,76.81,48.02,2019,City_Regency
SULAWESI TENGGARA,83.38,54.98,2019,Province
Buton,77.02,54.98,2019,City_Regency
Muna,76.12,55.87,2019,City_Regency
Konawe,85.77,50.54,2019,City_Regency
Kolaka,86.47,53.72,2019,City_Regency
Konawe Selatan,89.95,52.58,2019,City_Regency
Bombana,85.71,56.5,2019,City_Regency
Wakatobi,82.1,58.7,2019,City_Regency
Kolaka Utara,91.84,66.74,2019,City_Regency
Buton Utara,84.82,59.47,2019,City_Regency
Konawe Utara,86.09,50.37,2019,City_Regency
Kolaka Timur,92.38,61.12,2019,City_Regency
Konawe Kepulauan,79.74,56.79,2019,City_Regency
Muna Barat,80.64,45.95,2019,City_Regency
Buton Tengah,77.99,58.0,2019,City_Regency
Buton Selatan,80.63,51.27,2019,City_Regency
Kota Kendari,76.32,53.2,2019,City_Regency
Kota Baubau,77.64,55.77,2019,City_Regency
GORONTALO,84.77,50.03,2019,Province
Boalemo,87.23,51.31,2019,City_Regency
Gorontalo,83.95,48.85,2019,City_Regency
Pohuwato,89.25,50.23,2019,City_Regency
Bone Bolango,84.29,47.6,2019,City_Regency
Gorontalo Utara,86.12,52.41,2019,City_Regency
Kota Gorontalo,80.71,51.54,2019,City_Regency
SULAWESI BARAT,86.82,52.86,2019,Province
Majene,81.82,54.66,2019,City_Regency
Polewali Mandar,84.53,53.88,2019,City_Regency
Mamasa,87.81,67.15,2019,City_Regency
Mamuju,87.19,46.83,2019,City_Regency
Mamuju Utara / Pasangkayu,91.56,49.76,2019,City_Regency
Mamuju Tengah,91.83,46.27,2019,City_Regency
MALUKU,77.28,50.5,2019,Province
Maluku Tenggara Barat / Kepulauan Tanimbar,78.21,59.24,2019,City_Regency
Maluku Tenggara,71.44,51.38,2019,City_Regency
Maluku Tengah,73.44,44.37,2019,City_Regency
Buru,84.7,47.33,2019,City_Regency
Kepulauan Aru,82.94,53.26,2019,City_Regency
Seram Bagian Barat,85.96,57.51,2019,City_Regency
Seram Bagian Timur,86.01,52.74,2019,City_Regency
Maluku Barat Daya,88.33,64.68,2019,City_Regency
Buru Selatan,86.45,61.46,2019,City_Regency
Kota Ambon,71.17,48.25,2019,City_Regency
Kota Tual,71.4,44.66,2019,City_Regency
MALUKU UTARA,81.63,47.79,2019,Province
Halmahera Barat,81.24,45.23,2019,City_Regency
Halmahera Tengah,85.67,44.67,2019,City_Regency
Kepulauan Sula,80.42,50.01,2019,City_Regency
Halmahera Selatan,86.65,53.1,2019,City_Regency
Halmahera Utara,77.21,40.39,2019,City_Regency
Halmahera Timur,82.83,50.14,2019,City_Regency
Pulau Morotai,79.98,54.06,2019,City_Regency
Pulau Taliabu,89.85,59.25,2019,City_Regency
Kota Ternate,78.55,44.43,2019,City_Regency
Kota Tidore Kepulauan,81.72,48.91,2019,City_Regency
PAPUA BARAT,80.66,53.03,2019,Province
Fakfak,81.53,48.45,2019,City_Regency
Kaimana,82.87,58.2,2019,City_Regency
Teluk Wondama,82.77,54.45,2019,City_Regency
Teluk Bintuni,82.77,45.43,2019,City_Regency
Manokwari,81.07,50.5,2019,City_Regency
Sorong Selatan,84.45,69.78,2019,City_Regency
Sorong,83.36,48.7,2019,City_Regency
Raja Ampat,81.35,51.29,2019,City_Regency
Tambrauw,87.28,63.36,2019,City_Regency
Maybrat,76.28,68.45,2019,City_Regency
Manokwari Selatan,86.74,74.97,2019,City_Regency
Pegunungan Arfak,94.47,88.95,2019,City_Regency
Kota Sorong,75.25,45.39,2019,City_Regency
PAPUA BARAT DAYA,,,2019,Province
Raja Ampat,,,2019,City_Regency
Sorong,,,2019,City_Regency
Sorong Selatan,,,2019,City_Regency
Maybrat,,,2019,City_Regency
Tambrauw,,,2019,City_Regency
Kota Sorong,,,2019,City_Regency
PAPUA,85.99,66.72,2019,Province
Merauke,83.81,49.82,2019,City_Regency
Jayawijaya,88.61,82.34,2019,City_Regency
Jayapura,78.25,51.81,2019,City_Regency
Nabire,82.5,54.92,2019,City_Regency
Kepulauan Yapen,80.04,59.54,2019,City_Regency
Biak Numfor,73.25,45.56,2019,City_Regency
Paniai,88.66,85.06,2019,City_Regency
Puncak Jaya,90.9,58.67,2019,City_Regency
Mimika,86.5,36.88,2019,City_Regency
Boven Digoel,87.59,58.68,2019,City_Regency
Mappi,83.21,53.9,2019,City_Regency
Asmat,91.77,75.85,2019,City_Regency
Yahukimo,92.68,70.93,2019,City_Regency
Pegunungan Bintang,93.31,87.96,2019,City_Regency
Tolikara,92.17,91.96,2019,City_Regency
Sarmi,79.42,43.03,2019,City_Regency
Keerom,87.81,62.39,2019,City_Regency
Waropen,82.07,33.21,2019,City_Regency
Supiori,83.04,50.82,2019,City_Regency
Mamberamo Raya,89.04,52.6,2019,City_Regency
Nduga,97.0,93.58,2019,City_Regency
Lanny Jaya,90.93,94.81,2019,City_Regency
Mamberamo Tengah,89.6,97.04,2019,City_Regency
Yalimo,90.17,89.15,2019,City_Regency
Puncak,87.25,70.9,2019,City_Regency
Dogiyai,91.57,88.72,2019,City_Regency
Intan Jaya,88.11,76.61,2019,City_Regency
